id,tool,token,lemma,assigned_pos,context,absolute_freq,pos_correct,correct_pos,lemma_correct,correct_lemma
750,Stanza,sdíleli,sdílet,VERB,"Pro překvapené kolemjdoucí se tato nenadálá a masivní kumulace motorek stala atrakcí, kterou ihned prostřednictvím mobilních telefonů sdíleli na sociálních sítích.",359,yes,,yes,
751,Stanza,poznal,poznat,VERB,"Kdo poznal Myanmu, neunikl milionům Buddhů různých velikostí, kteří blikají, svítí, lesknou se zlatem nebo jen v řadách přivádějí poutníky ke svatyním.",975,yes,,yes,
752,UDPipe,",",",",PUNCT,"Naším cílem je, aby se v ČR vytřídilo výrazně více plechovek než nyní a dostaly se k následné recyklaci.",5009644,yes,,yes,
753,UDPipe,Vážná,vážný,ADJ,Mapamátky nabízí netradiční procházky po… Vážná dopravní nehoda autobusu a osobáku na Plzeňsku: Roční miminko…,199,yes,,yes,
754,UDPipe,studenti,student,NOUN,"Oproti rokům 2019 a 2020 měli studenti v letošním jarním zkušebním období o 10 minut více času na český jazyk a literaturu (celkem 85 minut), stejně tak na cizí jazyk /celkem 110 minut).",2451,yes,,yes,
755,UDPipe,lidí,lidé,NOUN,"Největší nápor byl na polských hranicích 6. března, kdy přes ně směrem z Ukrajiny prošlo přes 142 tisíc lidí.",66429,yes,,yes,
756,Stanza,mimoně,mimon,NOUN,ODS byla historicky schopna vyprodukovat mimořádné mimoně a hlupáky.,13,yes,,yes,
757,Stanza,největší,velký,ADJ,New York Times napsal: „Harriet Chalmers Adams je největší americkou průzkumnicí.,20571,yes,,yes,
758,UDPipe,dominantou,dominanta,NOUN,"Její rozložitá věž, minaret, je nahoru se zužující hliněná stavba, která je dominantou svého okolí.",244,yes,,yes,
759,UDPipe,tímhle,tenhle,DET,Jak jste se s tímhle prostředím během dospívání sžíval?,464,yes,,yes,
760,UDPipe,gopura,gopura,NOUN,"Původní třípodlažní gopura, věž s branou u vchodu do chrámu, byla v roce 1925 nahrazena pětipodlažní věží.",2,yes,,yes,
761,UDPipe,medvídek,medvídek,NOUN,"To je medvídek kynkažu, kterého přivedl na svět páreček chovatele Jiřího Bartůňka z Teplic.",45,yes,,yes,
762,UDPipe,Kukësi,Kukësi,PROPN,"Tottenham s trenérem Josém Mourinhem se představí na stadionu Lokomotivu Plovdiv, AC Milán se v Irsku střetne s Shamrockem Rovers a Wolfsburg v Albánii vyzve Kukësi.",1,yes,,yes,
763,UDPipe,skřípaly,skřípat,VERB,"Přesilovky skřípaly i proto, že snad až na vytrvalého kulometčíka Petra Zámorského, hrajícího na hraně rizika, chyběla razantní palebná podpora z modré čáry.",2,yes,,yes,
764,UDPipe,mistrovství,mistrovství,NOUN,"Na dva či tři závodníky v konkrétní kategorii získala nárok podle bodů, které vzešly z umístění na minulém mistrovství světa.",9013,yes,,yes,
765,UDPipe,Dokáží,dokázat,VERB,"Dokáží rozzářit každou událost, ať už je to módní večírek, nebo hollywoodský raut.",42,yes,,yes,
766,UDPipe,šilhání,šilhání,NOUN,"Plastika nosu se povedla, ještě to chce spravit šilhání.",7,yes,,yes,
767,Stanza,Vagnerová,Vagnerová,PROPN,Hana Vagnerová (39) a Petra Nesvačilová (36): Nebavily jsme se spolu víc než rok!,76,yes,,yes,
768,Stanza,rostoucích,rostoucí,ADJ,"V této době byl Uber nejen jednou z nejrychleji rostoucích společností na světě, ale byl i jednou z nejkontroverznějších.",431,yes,,yes,
769,Stanza,blížícím,blížící,ADJ,"S blížícím se startem top soutěží se trh začíná hýbat a je dost dobře možné, že změní působiště.",406,yes,,yes,
770,Stanza,Prostředí,prostředí,NOUN,Prostředí ve zmatku a chaosu nás kromě vizuálních stimulů bombarduje i dotykovými.,155,yes,,yes,
771,Stanza,Opilý,opilý,ADJ,Opilý øidiè odešel od pøevráceného auta.,218,yes,,yes,
772,UDPipe,hlasoval,hlasovat,VERB,"Opět rozhodovali o postupujícím pouze diváci, kouč hlasoval až v rozstřelu.",274,yes,,yes,
773,Stanza,kompetentních,kompetentní,ADJ,Poukazuje na rozhodující roli solidních a kompetentních medií v nenásilné transformaci konfliktů k rozvoji společnosti a hospodářství.,21,yes,,yes,
774,UDPipe,Jičínsko,Jičínsko,PROPN,"Pod 200 má tento údaj aktuálně jen Mostecko, Chebsko, Jičínsko, Břeclavsko a Karlovarsko.",16,yes,,yes,
775,UDPipe,shepherd,shepherd,X,"Králové se vydávají opět na cestu, Amahl jim k tomu hraje na píšťalu a pastýři je vyprovázejí zpěvem (sbor Come, oh, shepherd, come outside).",2,yes,,yes,
776,Stanza,spustí,spustit,VERB,"Jen prý není jisté, kdy Peking invazi spustí.",674,yes,,yes,
777,UDPipe,rekruty,rekrut,NOUN,"Rusko podle estonské vojenské rozvědky dokáže nahradit své dosavadní lidské ztráty na Ukrajině novými rekruty, a bude tedy schopné pokračovat ve vedení války současným tempem ještě dlouho.",48,yes,,yes,
778,UDPipe,nimis,nimis,X,"Acerbo nimis (O náboženské výchově, někdy též ve starší literatuře http://depositum.",2,yes,,yes,
779,Stanza,vyzdvihli,vyzdvihnout,VERB,"Předsedkyně Evropské komise Ursula von der Leyenová i předseda Evropské rady Charles Michel vyzdvihli Pavlovy zkušenosti na poli diplomacie a obrany, které budou podle nich přínosem při podpoře Ukrajiny.",47,yes,,yes,
780,Stanza,legislativním,legislativní,ADJ,Pán má dotaz a točí se na legislativním procesu.,137,yes,,yes,
781,UDPipe,vyznamenala,vyznamenat,VERB,"Nejprve se „vyznamenala“ cizinka (37), která v noci při předjížděcím manévru ohrozila dokonce i protijedoucí vůz dálničních policistů.",27,yes,,yes,
782,UDPipe,Hagana,Hagana,PROPN,Hagana se stala legitimní izraelskou armádou.,12,yes,,yes,
783,UDPipe,Nespalovi,Nespal,PROPN,"Miliony tekly i advokátovi Marku Nespalovi, který Hrad zastupuje v kauze údajného článku Ferdinanda Peroutky a řeší i privátní věci samotného Zemana.",5,yes,,yes,
784,Stanza,nedávných,dávný,ADJ,"Podle nedávných informací připravuje na padesátku projektů, ve kterých by mělo v následujících deseti letech vzniknout 6000 až 8000 městských bytů.",453,yes,,yes,
785,Stanza,se,s,ADP,"Přijížděla k levotočivé zatáčce, v opačném směru se blížil náklad se dřevem a zpoza něj se náhle vynořilo osobní auto.",1582494,yes,,yes,
786,UDPipe,:,:,PUNCT,"V úterý pražští hygienici zaznamenali nejvyšší denní přírůstek ve městě od začátku epidemie v ČR, k úterním 18:00 činil 101 případů covidu-19 za předchozích 24 hodin.",189675,yes,,yes,
787,UDPipe,polohách,poloha,NOUN,"ČHMÚ předpovídá zataženo až oblačno, na většině území občasný déšť nebo přeháňky, ve vyšších polohách srážky smíšené nebo sněhové.",695,yes,,yes,
788,UDPipe,Collin,Collin,PROPN,Návrhem a realizací následného parku byl pověřen krajinářský architekt Daniel Collin.,10,yes,,yes,
789,Stanza,Volyňští,volyňský,ADJ,Volyňští Češi jsou v pasti.,7,yes,,yes,
790,UDPipe,nepostupovou,postupový,ADJ,"Překvapením voleb je premiérová finálová účast kandidátky SPD Evy Chromcové na Karlovarsku a Jany Zwyrtek Hamplové (za Nezávislé) na Kroměřížsku, která těsně odsunula na nepostupovou pozici předsedkyni lidoveckého klubu Šárku Jelínkovou.",5,yes,,yes,
791,UDPipe,přesvědčovali,přesvědčovat,VERB,"Podle deníku Clarín s nimi její zaměstnanci jeli do zdravotnického zařízení, kde nechali udělat dívce ultrazvuk 4D a přesvědčovali ji, aby si dítě nechala.",53,yes,,yes,
792,Stanza,AD,AD,NOUN,"Podílel se např. na vývoji integrovaného obvodu AD8367 (zesilovač s regulovatelným ziskem) a obvodu AD8304 (logaritmický zesilovač s dynamickým rozsahem 160 dB, určený pro optoelektronické systémy).",59,no,X,yes,
793,UDPipe,Tesilem,Tesil,PROPN,"Kamarádím se s Tesilem (sportovním manažerem klubu Radimem Tesaříkem), oslavili jsme s Lexou Jaškinem jeho padesáté narozeniny.“",1,yes,,yes,
794,Stanza,zámky,zámek,NOUN,"Sdružení výtvarníků Karlova mostu už třicet let dohlíží na to, aby jednu z nejnavštěvovanějších památek v Česku nehyzdily odpadky, útoky vandalů nebo takzvané zámky lásky.",410,yes,,yes,
795,UDPipe,a,a,CCONJ,"Školní budovu vystavila a financovala městská záložna, která ji postavila pro své účely a byla její majitelkou až do roku 1907, kdy ji kvůli finanční tísni prodala obci.",1805210,yes,,yes,
796,UDPipe,o,o,ADP,"Tempo technologického vývoje spojeného s tímto závodem se zrychlovalo a již o čtyři roky později letěl do vesmíru první člověk – Tempo výroby i rozsah směny byly určovány tradicí, náboženstvím a zájmy absolutistických režimů.",448656,yes,,yes,
797,UDPipe,podnik,podnik,NOUN,Díky jeho výpočtům státní podnik vymáhal škodu po velkých energetických firmách.,4052,yes,,yes,
798,Stanza,účtů,účet,NOUN,V listopadu Twitter službu na své stejnojmenné síti pozastavil kvůli záplavě falešných účtů.,1000,yes,,yes,
799,UDPipe,prasknutí,prasknutí,NOUN,Kotel naplnili téměř k prasknutí.,147,yes,,yes,
800,UDPipe,dospívajícím,dospívající,ADJ,"Následně si na sociálních sítích vybudoval image, která se líbila zejména dospívajícím chlapcům, a vytvořil online impérium, díky němuž se stal jednou z nejvyhledávanějších osob na Googlu.",58,yes,,yes,
801,Stanza,Afričan,Afričan,PROPN,"Zatímco roku 1950 se průměrný Afričan dožil 36 let, statistika z loňského roku uvádí průměrný věk při úmrtí 66 roků pro ženy a 63 pro muže, ve srovnání s celosvětovými průměry 75 let dožití v případě žen a 71 u mužů.",42,yes,,yes,
802,Stanza,netečně,netečně,ADV,"Dozorci tomu netečně přihlíželi, sami se až na výjimky násilí nedopouštěli, jen když někdo padl, píchli do něj bodákem, zda smrt jenom nepředstírá.“",15,yes,,yes,
803,UDPipe,22.00,22.00,NUM,"Kolem 22.00 byl výpadek ukončen, ale přesto byl zahajovací program odložen a odvysílat o dva dny poté, 21. dubna 1964 v 11.00 dopoledne.",27,yes,,yes,
804,UDPipe,gayích,gaye,NOUN,Satirickou hru o gayích po čtyřicítce slibuje novinka pražského Divadla Letí nazvaná Homo 40.,8,yes,,no,gay
805,UDPipe,dokumentátora,dokumentátor,NOUN,Jan Ságl se akcí své ženy účastnil v roli aktéra a dokumentátora.,4,yes,,yes,
806,Stanza,Čluny,člun,NOUN,"Čluny však nemohly plout proti větru, a proto nejprve zamířily na jih (1000 mil) a teprve pak se měly otočit na východ.",21,yes,,yes,
807,UDPipe,pohádky,pohádka,NOUN,Voňavé buchty jako z pohádky: Lepší jste ještě nejedli!,1049,yes,,yes,
808,UDPipe,Pentagonu,Pentagon,PROPN,"Na vrcholu seznamu chyb je podle Pentagonu nedostatek poddůstojnického sboru, který by byl oprávněn „myslet sám za sebe“.",384,yes,,yes,
809,UDPipe,ještěry,ještěr,NOUN,Hatérie nepatří mezi ještěry.,16,yes,,yes,
810,Stanza,Eubanksem,Eubanks,PROPN,"Část studií Šanda strávil v Nizozemsku, kde spolupracoval mimo jiné se saxofonistou Bobem Mintzerem nebo trombonistou Robinem Eubanksem.",3,yes,,yes,
811,UDPipe,jednatelé,jednatel,NOUN,"Mezi nimi byl napøíklad i bývalý tajemník radnice Brno-støed Radovan Novotný, podnikatel Michal Horký a nyní už bývalí jednatelé èernovické pískovny a bývalí zastupitelé mìstské èásti Jiøí Novotný (ÈSSD) a Jiøí Hasoò (KDU-ÈSL).",21,yes,,yes,
812,Stanza,vyvlastnit,vyvlastnit,VERB,Syn prezidentova „přítele po boku“ Petra Koláře Ondřej se do povědomí v posledních měsících dostal hned několikrát třeba kvůli sporu s Aliancí pro rodinu nebo snaze vyvlastnit ruské majetky.,24,yes,,yes,
813,Stanza,Ankety,anketa,NOUN,Ankety se zúčastnilo přes 15 tisíc čtenářů a pro Poldu jich hlasovalo přes 56 procent.,10,yes,,yes,
814,UDPipe,trhů,trh,NOUN,"Důvodem poklesu bylo výrazné narušení trhů společně s výpadky ve výrobě způsobenými uzavřením českých výrobních závodů na 39 dní ve druhém kvartálu, a to kvůli pandemii koronaviru.",908,yes,,yes,
815,Stanza,rovnými,rovný,ADJ,"Prezident se stal politicky neodpovědným a prakticky nepostižitelným, což z něj učinilo nikoli prvního mezi rovnými, ale monarchu nad všemi ostatními i nad zákonem.",87,yes,,yes,
816,Stanza,Řval,řvát,VERB,"Řval po mně, že se na to může vys*at, že jsme ho*ada a ať si to odřídíme sami.",5,yes,,yes,
817,UDPipe,představa,představa,NOUN,"Je-li člověk schopen vědomě převrátit své obvyklé chování (paradoxní intence) a fantazijní postavu, které dosud spílal a odháněl ji, láskyplně přivítat a přijmout, může díky tomu představa ztratit svou sílu.",848,yes,,yes,
818,Stanza,faraonovy,faraonův,ADJ,Je z faraonovy pohřební výbavy a říká se jí hudební zbraň hromadného ničení.,5,yes,,yes,
819,UDPipe,Sómnáth,Sómnáth,PROPN,"Autonomní vozítko bude také studovat atmosféru Měsíce a seismickou činnost, uvedl šéf agentury Šrídhar Panikkar Sómnáth.",3,yes,,yes,
820,UDPipe,gejzíry,gejzír,NOUN,"Bude zprovozněna historická kašna, kterou doplní systém osvětlených vodních prvků, jako jsou vodní trysky, mlhoviště, gejzíry a vodní kaskády.",27,yes,,yes,
821,Stanza,Arizu,Ariz,PROPN,"Většinou šlo o vtipné narážky na to, jak si organizace přehazují Arizu jako „horký brambor.“",1,yes,,yes,
822,UDPipe,nekuřačka,nekuřačka,NOUN,"Důvodem byla Zuzka, která byla nekuřačka.",3,yes,,yes,
823,Stanza,valil,valit,VERB,"Druhý černý oblak se valil vzhůru a vytvořil obrovský hřib, který zastínil oblohu do vzdálenosti 50 mil.",70,yes,,yes,
824,Stanza,zavře,zavřít,VERB,"Bojím se, stejně jako další tisíce lidí, že vláda všechno zase zavře.",271,yes,,yes,
825,Stanza,nákypu,nákyp,NOUN,"Rýže byla známa již Římanům a je pravděpodobné, že byla importována do Evropy jako potravinářská plodina již v 8. nebo 10. století a tak je recept na různé variace rýžového nákypu považován za odvozeninu khíru.",2,yes,,yes,
826,Stanza,psychoterapeut,psychoterapeut,NOUN,"My se neustále různě trénujeme, pěstujeme seberozvoj a sebereflexi, ale i my se můžeme dostat do situace, kterou považujeme za neřešitelnou,“ vysvětluje psychoterapeut Jan Kulhánek.",73,yes,,yes,
827,Stanza,pauze,pauza,NOUN,"Krátce po pauze Rundič bez cizího zavinění spadl v šestnáctce a rozhodčí chybně odpískal penaltu, ale srbský obránce předvedl gesto fair play a míč jen odevzdal ostravskému brankáři Budinskému.",1916,yes,,yes,
828,UDPipe,bohuňovické,bohuňovický,ADJ,Až v roce 1991 se bohuňovické zemědělské družstvo opět osamostatnilo.,1,yes,,yes,
829,UDPipe,FUBAR,Fubar,PROPN,V našem hlavním městě bude ikona akčních filmů natáčet pokračování netflixového seriálu FUBAR.,4,yes,,no,FUBAR
830,Stanza,cm,centimetr,NOUN,"Ta je asi 11 cm dlouhá, žlutohnědá a na rozdíl od samců má za očima růžky.",5491,yes,,yes,
831,UDPipe,orbitální,orbitální,ADJ,"V letech 1997 až 2002 absolvoval tři lety v raketoplánu do vesmíru na orbitální stanice Mir, resp.ISS.",127,yes,,yes,
832,Stanza,OIG,OIG,NOUN,OIG Power sponzoruje i fotbal a mnoho dalších aktivit.,15,no,X,yes,
833,Stanza,před,před,ADP,"Podle něj stojí naše země před klíčovými projekty, které budou důležité pro budoucí rozvoj Česka.",113432,yes,,yes,
834,UDPipe,zbraně,zbraň,NOUN,Jen zanedbatelné množství jsou zbraně.,5941,yes,,yes,
835,Stanza,Kladska,Kladsko,PROPN,"Vyhláškami z let 1830 a 1832 se rychle rozvíjela také osobní přeprava dostavníkem, mj. do lázní Dušníků, Broumova (od 1845) a Kladska.",17,yes,,yes,
836,Stanza,Kryeziu,Kryezia,PROPN,"Krátce před změnou stran srovnal z penalty Kryeziu, v 62. minutě ale rozhodl Nketiah.",4,yes,,no,Kryezia
837,UDPipe,To,ten,DET,"To byla ekonomická politika založená na snech: buď zapomeneme na dluhy, nebo budeme předpokládat, že jakékoliv politiky a opatření to vyřeší za nás.",52871,yes,,yes,
838,Stanza,støedohoøí,støedohoøe,NOUN,"Lesy jsou pøitom na velkém území v Krušných horách, které patøí mezi turistické oblasti, nebo také v Èeském støedohoøí a na dalších místech.",2,yes,,no,středohoří
839,UDPipe,Sofia,Sofia,PROPN,Plzeňská soudkyně Eva Sofia Vodičková si před soudem v Praze vyslechla obžalobu z podplácení.,238,yes,,yes,
840,UDPipe,Vpravo,vpravo,ADV,"Vpravo šéfka Czech Press Photo Veronika Souralová, vlevo Tomáš Vocelka z Aktuálně.",104,yes,,yes,
841,Stanza,nedařily,dařit,VERB,"Ty jednoduché věci, které už zvládáme, se nám tentokrát nedařily,"" uvedl trenér slávistické rezervy Marek Jarolím pro klubový web.",27,yes,,yes,
842,Stanza,nepřemýšlíte,přemýšlet,VERB,"Když žijete v regionu těžce zdevastovaném průmyslem, nepřemýšlíte nad tím, jestli je takové téma zrovna v módě.",17,yes,,yes,
843,Stanza,Mikulášův,Mikulášův,ADJ,Druhé pásmo útržkovitě ukazuje Mikulášův život v letech 1947 až 1967.,5,yes,,yes,
844,Stanza,Navy,Navy,X,"Chronologie událostí podle A Battle History of the Imperial Japanese Navy (1941–1945) Dull, str. 275 naznačuje, že je vypustil i Niizuki, ale ostatní prameny se shodují, že Niizuki již svá torpéda vypustit nestihl.",96,yes,,yes,
845,Stanza,také,také,ADV,"Mezinárodní festival animovaných filmů Anifilm nabídne mimo jiné také svět virtuální reality, počítačových her i koncerty a výstavy.",173186,yes,,yes,
846,UDPipe,tajemnicí,tajemnice,NOUN,V roce 1994 se na sněmu SNS stala ústřední tajemnicí strany.,24,yes,,yes,
847,UDPipe,Kolářové,Kolář,PROPN,Nakonec mají dle všeho významné slovo Kolářové hned dva - Petr i Vít.,29,yes,,yes,
848,Stanza,.,.,PUNCT,"Ale vždyť na světě a na planetě je všude dost místa, třeba támhle v mracích budou ležet,“ říkala tehdy Blesku.",5115125,yes,,yes,
849,Stanza,Pechlát,Pechlát,PROPN,"Ve vedlejších rolích si zahráli také Martin Pechlát, Sylvie Krupanská a Julius Oračko.",24,yes,,yes,
850,UDPipe,zazní,zaznít,VERB,Citace zazní na začátku i na konci filmu: „… rozlomím sedmou pečeť a poté nastane mlčení plné posvátné bázně…“,538,yes,,yes,
851,Stanza,sehrál,sehrát,VERB,Vítěz následně sehrál barážový zápas s druhým z bloku A 2. skupiny o postup do 1. skupiny zóny Evropy a Afriky pro rok 2013.,535,yes,,yes,
852,UDPipe,Venco,Venco,PROPN,"V prvním zápase po jeho odvolání (s Bohemians 2:2) totiž příznivci Olomouce vyvěsili transparent „Venco, díky, ale kup si koule.“",3,yes,,yes,
853,Stanza,tìžké,tìžký,ADJ,"Dále po tìžbì zùstaly na ploše 16 tisíc metrù ètvereèních, v souètu v délce 3,7 kilometru, obrovské holiny, erozní rýhy, vyježdìné koleje po tìžké technice hluboké místy i více než jeden metr.",135,yes,,yes,
854,Stanza,chybami,chyba,NOUN,"Nenechte si je zničit drobnými chybami, které podle pojišťoven a hasičů v tomto čase pravidelně děláme.",201,yes,,yes,
855,UDPipe,nasají,nasat,VERB,Na Full Moon stage pak návštěvníci pro změnu nasají to nejaktuálnější ze současné alternativní zahraniční i domácí hudební produkce.,5,yes,,no,nasát
856,UDPipe,se,se,PRON,"Mladíkům se podaří z Prahy utéci, Vavřena se ožení s Lenkou a stane lékařem, Frýbort si vezme Márinku a žije jako sedlák.",1582360,yes,,yes,
857,UDPipe,syntetického,syntetický,ADJ,Latexové matrace se liší podíly syntetického a přírodního latexu (kaučuku).,47,yes,,yes,
858,Stanza,pouze,pouze,ADV,Zjednodušený dvoustránkový daňový formulář budou moci využít pouze daňoví poplatníci s příjmy jenom ze závislé činnosti dle § 6 zákona o dani z příjmu (ze zaměstnání).,41185,yes,,yes,
859,Stanza,podněty,podnět,NOUN,"Ještě několikrát jsem, během řízení se mnou, písemně předával podněty a žádal i přezkoumaní videozáznamu na regulérnost některých zápasů, řízenými arbitry jako např. Štuk, Hanousek.",460,yes,,yes,
860,Stanza,ploch,plocha,NOUN,"Bridgeman odstranil tvarované stálezelené dřeviny a cizozemské divoké scenérie z ploch v Richmondském parku, ale stále ještě ponechal stříhané aleje, ačkoli ponechal přírodnímu růstu centrální části mas dřevin, kterými aleje procházely.",900,yes,,yes,
861,UDPipe,rozvodny,rozvodna,NOUN,"Podle ČEPS výpadek nastal kvůli ochraně tlaků izolačního plynu, která způsobila vypnutí rozvodny.",54,yes,,yes,
862,UDPipe,Juráčka,Juráček,PROPN,První svazek Díla Pavla Juráčka.,9,yes,,yes,
863,UDPipe,Pollstaru,Pollstar,PROPN,"Odhadované hrubé tržby 2,2 miliardy dolarů jsou nejen rekordní, ale také zhruba jednou tak velké oproti druhému největšímu turné,"" říká Andy Gensler, šéfredaktor Pollstaru.",1,yes,,yes,
864,UDPipe,krychlových,krychlový,ADJ,"V plynových zásobnicích v České republice je nyní podle Síkely 2,22 miliardy metrů krychlových plynu, jsou tak plné ze dvou třetin.",802,yes,,yes,
865,UDPipe,Borhyová,Borhyová,PROPN,"Nejprve si dům v Praze-Březiněvsi pořídila Lucie Borhyová (44), zanedlouho vyplenil konto její parťák Rey Koranteng (48) a zakoupil si bydlení jen zhruba 400 metrů od ní!",137,yes,,yes,
866,Stanza,domluvte,domluvit,VERB,"A příště, až budete zase chtít svou dceru veřejně podpořit, nejdřív se domluvte, ať mluvíte obě stejně.",24,yes,,yes,
867,UDPipe,a,a,CCONJ,Rudolf Literák byl před historicky prvním zákrokem tohoto typu na Klinice úrazové chirurgie a ortopedie porubské nemocnice v perfektní kondici.,1805210,yes,,yes,
868,UDPipe,vydáme,vydat,VERB,"Na komín se vydáme koncem dubna, abychom mláďata okroužkovali,“ dodal.",128,yes,,yes,
869,Stanza,výtvarných,výtvarný,ADJ,"Svaz českých výtvarných umělců, Praha 1978.",608,yes,,yes,
870,UDPipe,Vyhovoval,vyhovovat,VERB,Vyhovoval mi jejich klidnější styl.,3,yes,,yes,
871,UDPipe,aby,aby,SCONJ,"Brání to tomu, abychom se na něj dívali racionálním pohledem a vzali si z něj to, co potřebujeme,"" vysvětluje Janebová.",133481,yes,,yes,
872,UDPipe,Ceníková,ceníkový,ADJ,"Ceníková cena tarifu před slevou je 485 Kč měsíčně, reálná hodnota tarifu je ale ještě mnohem nižší než akční nabídka (operátor dává v retenci běžně slevu 50 %, takže skutečná hodnota uvedeného tarifu je přibližně 240 Kč).",2,yes,,yes,
873,Stanza,modernizují,modernizovat,VERB,"Zastupitelé města se snaží všechny tyto problémy řešit a proto podél ulic zasazují nové stromy, modernizují infrastrukturu a budují městské parky.",28,yes,,yes,
874,Stanza,vytéká,vytékat,VERB,Z Divišova rybníku na jižním okraji vesnice vytéká Jahodový potok.,113,yes,,yes,
875,Stanza,rozmanitosti,rozmanitost,NOUN,"Díky osvětě roste nejen zájem turistů o noční houbaření, ale daří se celkově upozorňovat na důležitost zachování krásy a rozmanitosti Atlantického lesa.",196,yes,,yes,
876,UDPipe,Simona,Simona,PROPN,"Simona Krainová, jedna z nejúspěšnějších modelek českého showbyznysu, opět upoutala pozornost svých fanoušků, kteří jsou často i jejími kritiky.",1101,yes,,yes,
877,UDPipe,Praha,Praha,PROPN,Pro zajištění vozby vlaků Praha-Rotterdamm (později z Dunajské Stredy a České Třebové) byly pronajaty lokomotivy typu Traxx F 140 MS verze D-A-NL-B.,15133,yes,,yes,
878,Stanza,přepravitelný,přepravitelný,ADJ,Dnes kvůli nepříjemné velikosti zakřivených tyčí Sámové tuto konstrukci používají méně často jako přepravitelný přístřešek.,2,yes,,yes,
879,UDPipe,upomíná,upomínat,VERB,"Na polohu, v níž bylo město založeno, upomíná také samotný název města, označuje planinu či náhorní plošinu.",61,yes,,yes,
880,Stanza,křemen,křemen,NOUN,Nerosty jako křemen nebo beryl se tak na krátkou chvíli musely chovat jako kapalina.,11,yes,,yes,
881,Stanza,Horeau,Horeau,PROPN,Hector Horeau navrhl na kopci postavit monumentální sochu Napoleona 30 m vysokou.,1,yes,,yes,
882,Stanza,magnátem,magnát,NOUN,"Po tom, co dvojnásobná maminka potvrdila Blesku své těhotenství, všem dokázala, že s podnikatelem a mediálním magnátem má opravdu pevný vztah.",47,yes,,yes,
883,UDPipe,napsaný,napsaný,ADJ,"Vzkaz napsaný na špinavém zrcadle v poškozené škole v Charkově vyjadřuje, v co doufá většina obyvatel země, totiž že „Ukrajina zvítězí“.",209,yes,,yes,
884,UDPipe,vykupovat,vykupovat,VERB,"Naposledy se budou akcie UDI obchodovat 29. dubna, i poté je však emitent bude ještě dalších šest měsíců za stanovenou cenu vykupovat mimo trh.",53,yes,,yes,
885,UDPipe,dohrávce,dohrávka,NOUN,S touto bilancí hokejisté Pardubic nastoupí ve středu v 18 hodin k dohrávce 27. kola extraligy v Kladně.,188,yes,,yes,
886,UDPipe,se,se,PRON,Poruba se obratu udržela v čele první ligy.,1582360,yes,,yes,
887,Stanza,take,take,X,"Zázračné údery však předvádějí Italové, dalším skvělým kamenem předvedli triple take out a Češi jen nevěřícně kroutí hlavami…",47,yes,,yes,
888,Stanza,ukončím,ukončit,VERB,"Po Basileji letos ukončím sezonu, abych byl pořádně připravený na tu příští,"" slíbil fanouškům v rozhovoru pro švýcarský deník Tages-Anzeiger.",30,yes,,yes,
889,Stanza,libé,libý,ADJ,"Při návštěvě Pekingu se z osvětlené podvečerní tržnice nesly libé vůně, až se nám sbíhaly sliny.",11,yes,,yes,
890,UDPipe,Marlou,Marla,PROPN,Rodinnou idylku ukončil až Trumpův románek s bývalou Miss Georgia Marlou Maplesovou - za dva měsíce šli manželé od sebe.,7,yes,,yes,
891,UDPipe,zakončovací,zakončovací,ADJ,"Strahovský stadion pro zahajovací a zakončovací ceremoniál nepřipadal v úvahu, byť by kapacitně takovou akci zvládl.",9,yes,,yes,
892,UDPipe,Gallarda,Gallard,PROPN,Po průniku Gallarda zase odvraceli nebezpečí gólman Szczesny ve spolupráci s obranou.,8,yes,,yes,
893,UDPipe,staženějším,stažený,ADJ,"Rychlonohý Kozák, jenž vyrostl ve Spartě, se nejlépe cítí v systému se dvěma útočníky, kdy je tím staženějším.",1,yes,,yes,
894,UDPipe,padesátníci,padesátník,NOUN,"Ta Vaše otázka má znít: ""Je spravedlivé, aby se současní padesátníci a mladší ročníky obávali o své důchody?""",32,yes,,yes,
895,UDPipe,Sněmovní,sněmovní,ADJ,"Sněmovní verze novely počítá s tím, že doklad o očkování nemá být nově podmínkou pro pobyt dítěte na škole v přírodě.",173,yes,,yes,
896,Stanza,sibiřského,sibiřský,ADJ,Ze sibiřského dolu evakuovali přes sto horníků.,65,yes,,yes,
897,UDPipe,Chrissy,Chrissy,PROPN,Kromě toho Chrissy pomáhá udržovat rodinu také domácnost její vlastní matka.,24,yes,,yes,
898,UDPipe,zaskočili,zaskočit,VERB,V elitní lajně s Holíkem zaskočili právě rakouský střelec Peter Schneider a nalevo Tomáš Vincour.,43,yes,,yes,
899,Stanza,pročistí,pročistit,VERB,"Stejně jako se změnil trh s finančními produkty, pročistí se tedy i trh s energiemi.",30,yes,,yes,
900,UDPipe,obstaráváním,obstarávání,NOUN,Sociální demokrat Miniv z pozice své funkce pomáhal na Sonnevendovu žádost s obstaráváním potřebných dokladů a legitimací pro parašutisty vysazené v protektorátu.,9,yes,,yes,
901,UDPipe,diáři,diář,NOUN,"V našem diáři je pro tyto kvality prostor a jeho uživatel díky němu může svůj seberozvoj sledovat a pracovat na sobě,“ vysvětluje Mirka Poráčová.",39,yes,,yes,
